id,text,label
514640456060108801,"I was diagnosed with Depression Anxiety, &amp;ADHD... When I was 15.",positive
427960483912876032,6.) I'm diagnosed with depression,positive
573221479015309312,I didn't believe it when I was diagnosed with depression. I felt fine! Then I saw how my parents started to look at me.. And then I was -FL,positive
152165766106591232,@Rubywax. Hiya Ruby!!! Do u have a book out or autobiography?? I have been diagnosed with Clinical Depression and ... http://t.co/IoTntua6,positive
674005749937369088,I Was So Depressed I Refused to Leave My Parents' Basement https://t.co/mpMhk17PS9 https://t.co/jGoQ7CqXAu,positive
518836006205001730,"I do wish depression and anxiety could be cured with some antibiotics and a good nights sleep. It's been 2 years since I was ""diagnosed""!",positive
711340384140529664,"@tbhxniamh one more thing, i was diagnosed with depression and social anxiety over 2 years ago so don't you fucking dare tell me that i dont",positive
426105917491249152,"I have been diagnosed with depression, anxiety and OCD and the descriptions in the ""makes sense"" tweets fit me well.",positive
655571299583049728,post concert depression… I have been diagnosed @ShawnMendes,positive
554749620577112064,Fucking years. They were mentally and physically violent towards me. I was diagnosed with depression.  Did I cut? No!,positive
651776315226505216,9 things to know about depression before being diagnosed! http://t.co/nrb5Yb8g8N,positive
652935565206138880,11 years ago I was diagnosed with depression. It's still a constant uphill battle to be happy but I'm still here. #WorldMentalHealthDay,positive
167800472642650112,I have been diagnosed w/ moderate depression. The only thing that will help is to play hockey.  Watching & hearing about it doesn't help.,positive
574342277465817090,"I was diagnosed with depression in 2009, you don't see me walking around using it as an excuse to talk shit about people",positive
668937193306492928,"If you're a new follower then I should warn you; I have been diagnosed with depression, so my tweets will reflect how I'm feeling.",positive
635837427844816897,I was diagnosed with depression in 2005 following a suicide attempt...I have been seeing therapists since then,positive
638909397226405888,Anonymous said: Hi so a few months ago i was diagnosed with depression and ADHD and they put me on... http://t.co/QOIzOmvkQ6,positive
638982158875422720,I had accusations against me... I lost my job. I got in a car accident. My heart got broken. I was diagnosed with depression and anxiety,positive
684988606893576192,in 3 months itll be a year since i was diagnosed w depression and this month ill be 22 months clean,positive
267485106120294401,#ConfessionNight I'm diagnosed with clinical depression. My mom put me on antidepressants after wanting to commit suicide,positive
46241508088750080,"@Poeryth @shizukera Even though I have been diagnosed with ADHD, I'm currently taking nothing for it. Only something for depression.",positive
618885015254884352,Hi i was diagnosed w depression at muthafuckin 14 yrs old.,positive
521507662979026944,"@KianLawley I was diagnosed with anxiety and depression and really missed you, and I really want to cuddle right now because I feel lonely😢",positive
641102864870281216,"I was diagnosed with: ADD, BPD, schizo affective, depression, Anxiety, loneliness, and emotional deprivation. Fabulous. I'm part schizo lol",positive
398271437729189889,"I'm sorry but yes I have been diagnosed with severe depression and I have many reasons from my past for that, you don't just get over it!",positive
636891708874194944,"I hate when people tell me to stop being depressed, like do you think I can help that? I'm diagnosed with depression, I can't just drop it!!",positive
600752889821200384,I was diagnosed with paranoia and depression. I have faced many challenges- http://t.co/VKxrqrO9kM #mhm2015 http://t.co/iMK5XriNFb,positive
369344923306164226,I have been diagnosed by 3 dif psychologists with severe depression and social anxiety. Dont diagnose yourself bc you think its cool its not,positive
618291329978642432,I'm stuck in this hole of depression. and I feel like I'm not needed anymore. I was diagnosed with it about 3 months ago. it's changed me.,positive
513830519906529280,@TeenagersFrnk *pulls away and leans back into sofa* Then she got mad at me when I was diagnosed with depression. She's the one who made me+,positive
632719084216561664,"@Lordomelon i'm diagnosed with schizophrenia, generalized anxiety disorder, and chronic depression.",positive
623875859892580352,@Yutsukism dude when I was diagnosed with depression she and her friend bragged about who's kid had further fallen to depression &amp; anxiety.,positive
661011392028241920,@camerondallas I'm diagnosed with depression since last week 😔😔,positive
572548511457255425,Just got discharged from the hospital.5 stitches.I was there for like 7 hours.I was diagnosed with depression&amp;anxiety http://t.co/Q5ozO63Etp,positive
517854732770353152,"@Real_Liam_Payne I'm almost 19,... When I was 15 I was diagnosed with depression.",positive
387791857607917568,"#FunFact I'm diagnosed with Depression , that explains everything . Right ? 😔😞-mer",positive
333590261592621056,"I have been diagnosed with depression and I get suici... — Yeah, I'd recommend it. If you're getting professiona... http://t.co/cglYb0pdsF",positive
296326452796878848,I'm diagnosed with #depression yet have no #medical to take the meds I need. So when I break down I #isolate its how I function,positive
504691138473631744,"I have never loved or treated myself better than I have since I was diagnosed with depression. So please hold on with me, change is ahead.",positive
612580221485592576,@FAlRLYL0CAL I was diagnosed with depression 7 years ago and diagnosed with stress this year even though I know I had it for ages,positive
693451658223706112,Our strength lies in our vulnerability; there's nothing wrong with that: Before I was diagnosed wit... https://t.co/e7L7zUYtSF #UberTalks,positive
585226004408496128,I was diagnosed with severe depression a few years ago. Here is a blog post about it. http://t.co/vZl1VBAoyy,positive
541519839102132224,"Wanna know something scary, I was diagnosed with depression and I didn't go to therapy... and I need it. #goodnight #personal",positive
655141132331020288,"@Peanutbeanchum being taken to task. And I've been diagnosed with clinical depression and social anxiety. Like, fuck off, I'm nuts too.",positive
504825262597734401,Depression is the only disease I'm diagnosed with 😞,positive
650411050781777924,"I was diagnosed depressed at 11, and guess what I'm 16 and nothing has changed. So, don't make jokes about depression, this isn't funny",positive
512477048368295936,I have been diagnosed with depression bipolar and even dissociative disorder I call it being human.,positive
644370086145294336,@BoIdlyGoing ~ me medically for everything...  *decides it's just best to tell you* (txt) I was diagnosed with post-partum depression. ~,positive
536475600332914688,"10 Agonizing Truths Depressed People Never Talk About: When I was 16, I was diagnosed with clinical depression... http://t.co/USay1yvG3z",positive
10694412637,I have been diagnosed with Generalized Anxiety Disorder and Clinical Depression. ....? http://bit.ly/brRquT,positive
424997316484145152,#Confession I have been diagnosed w/ depression,positive
620816808963145728,I was diagnosed with clinical depression at the age of 10 and the only time I've truly been happy was the three years I was with Sno,positive
228658125434138624,I need tah get happy again bcuz apparently I'm diagnosed wit depression ! Oh fuckin great ! This sum bullshit. Hopefully this trip work.,positive
641110623493885952,listen i've had depression for as long as i can remember (and YES i was diagnosed) and i dont care if you use pcd HOWEVER,positive
701559069903958016,"11. I've been diagnosed with major depression, general anxiety disorder, ADHD, borderline personality disorder &amp; binge eating disorder",positive
700821079950921730,@RondaRousey Almost made me cry. I've been there. I've been diagnosed with depression and anxiety. But I adore you so keep being open.,positive
692088832515112960,I've been diagnosed with depression for 6+ years but I still get anxious whenever depression and suicidal thoughts come up in class,positive
524174337775919104,Sometimes I Forget I've Been Diagnosed With Depression http://t.co/cGa6j9WTfY via @HealthyLiving,positive
582070183092727808,"""@AnxietyIsYou: me: i have been diagnosed with
anxiety and depression 

people: but you seem happy tho?

me: oh!!.. ok... nevermind.""",positive
682263497099485184,"I was diagnosed with Generalized Anxiety, Depression, OCD, and Panic Disorder in 2012. In four months, I was put on over seven medications.",positive
651175018647326720,"@DivinelyStamped @chem25 I was diagnosed with depression in 2007. I have come a long way since then, praise be to God. #GodsPrayerRoom",positive
715970606009884672,@DoubleXLGamers Thanks &lt;3 I've been diagnosed with depression very early on in life but my family denied anything was wrong with me.,positive
301997658967523328,"@1Obefiend i have been diagnosed as having clinical depression. from someone who has attempted it, just sharing my two Sens",positive
603542930289098756,16. i was diagnosed to have major depression a few weeks ago,positive
377910113052680192,@MyRedHairIsReal depression is a bitch. I'm diagnosed as depressive and as @livingtodie78  said I'm here to listen if u wanna vent too!,positive
692325582751698944,I've been diagnosed w/ anxiety/depression/insomnia and I can tell you the worst possible thing for me was medication. So fuck off.,positive
629122638586212352,@alwaysunstable @BipolarUs I am 27 and for most my life I was diagnosed with borderline and major depression. This past year they changed,positive
713033190433120256,Question: How to tell my parents I have social anxiety and mild depression?: I was diagnosed with Social anxiety… https://t.co/vcZpQzkXZl,positive
332906051714314240,@JustifyTravis And I have been diagnosed with other things too like depression anxiety OCD bipolar disorder and yes I have feelings,positive
692383375177424896,"At age 16 I was diagnosed with severe ADHD, depression &amp; anxiety. Many of you have helped this fight be easier. Thank you. #BellLetsTalk",positive
582172296153997312,"""@AnxietyIsYou: me: i have been diagnosed with
anxiety and depression 

people: but you seem happy tho?

me: oh!!.. ok... nevermind.""",positive
465797215886540800,@85ba2f7e50474b2 excuse me I'm diagnosed with Biopolar depression  social anxiety disorders so I'm going on a killing spree!!@GerrieNel_Not,positive
426562522859069440,@_rebekahsamples I'm diagnosed with depression to you don't see me with cocaine pills alcohol and weed racing 😂,positive
707434076932800513,I didn't take depression seriously until I was diagnosed with type 1 six years ago. The bouts I go through are... https://t.co/ENtvFKSUvh,positive
130559432902975488,Can Someone Cheer Me Up? - I'm diagnosed with depression. I will sometimes out of no where... http://t.co/A6CcB8xb,positive
560424181272420353,Let's destroy the stigma around mental health. I'm diagnosed with depression and there's nothing wrong with that. #BellLetsTaIk,positive
560550234145947649,@jakebe I have been diagnosed with depression and anxiety before; the cure was worse than the illness. That's another roadblock.,positive
622781730550874112,"when I told my mom that I was diagnosed with depression and she told me I just need to go to church, I almost laughed in her face. 😂😂😂",positive
524575846972268544,"#Stopthestigma ""Sometimes I Forget I've Been Diagnosed With #Depression,"" via The Huffington Post. Great article... http://t.co/Ny8NV9KPDt",positive
679140623383814146,I was diagnosed with clinical depression two years ago... I was sent to mental clinic and was evaluated and tested and such(1),positive
395373007977213952,WARNING I have been diagnosed with a severe case of post show depression.😫,positive
324574775542427648,@Loki_Laufeyson9 * I have been diagnosed with depression its blocking it*,positive
638742153594818560,"@reiventlove it hurts just as equally as regular depression, I should know because I've been diagnosed since 6th grade",positive
710050056712425472,"Ya so I've been diagnosed with depression,  PTSD, anxiety and cognitive behavioural deficiency disorder. Nice",positive
4078090762321921,Self Help Tips For Dealing W/depression & Mental Illness?: I have been diagnosed as bipolar & was on a medicine ... http://bit.ly/dwwE5N,positive
681536052612435968,@dorkfaceblog I was diagnosed with Anxiety &amp; Depression a few months ago ... That's been interesting to adapt to! #girlgang,positive
706548377375342592,"It's my last therapy session a week on Monday and considering I was diagnosed with depression about 5 months ago, I've done pretty darn good",positive
550338725579083776,"@cmurderdagawd @BasedDFZ @BasedSexyPonder @suhDinDoNuffin &gt;maybe

i was diagnosed unofficially w severe depression 7 years ago smh",positive
659043090867597312,"@roxxystrange I just miss things the way they were before. I've been diagnosed with depression again, and it's hard to cope.",positive
288923212723650561,"I'm diagnosed with moderate/severe depression and when shit gets bad I cut myself. I know its fucked up. If you didnt know already, u do now",positive
504350872722481152,"@Elion_King ...a game such as that, as FANTASTIC as it is to raise awareness for depression (considering I'm diagnosed) it should have been",positive
333998916985049088,Open Question: I have been diagnosed by my psychiatrist with clinical depression and OCD. Is psychiatry not... http://t.co/ota55vjQoU,positive
463647968990482433,"I have bipolar depression: Buswell: ""on my health, I have been diagnosed with bipolar depression. I have recei... http://t.co/1UAVQPQ3PV",positive
674890372561047552,"For those of you who suffer from depression, I have been diagnosed with it too. You're not alone. People understand. https://t.co/tN8uXW3Nuq",positive
664185845012819968,"""At the doctors that day I was diagnosed with depression"" @louisehegarty on talking about pnd, on Bloggers https://t.co/SIvm4qsxvh",positive
670780123277168641,I was diagnosed with depression and adhd #MentalHealthPosi,positive
693450031387381760,Our strength lies in our vulnerability; there's nothing wrong with that: Before I was diagnosed with depressio... https://t.co/usVZsf6fpD,positive
692424883515572226,I was diagnosed with depression before my 19th birthday. Glad I asked for help. Happy for a supportive family. #thanksmum #BellLetsTalk,positive
165856437946417152,#10thingsaboutmyself - 4. I have been diagnosed with depression,positive
652339720463220736,i was diagnosed with depression and anxiety at such a young age i dont remember. but ill remember adhd and wow thats scary,positive
581385689528434688,"I was diagnosed with depression in 1997, I've never had any desire to hurt anyone. End the stigma.",positive
697583871479549953,i have been diagnosed with severe depression and i am not allowed to hang out in my room by myself without the door open :),positive
351947373196480512,#honesthour I'm diagnosed with severe bipolar depression that's why I'm all over the place,positive
709569695280566273,I HAVE BEEN DIAGNOSED WITH TWO TYPES OF DEPRESSION AND I KNOW HOW SERIOUS THESE THINGS ARE !!   DEPRESSION IS SO SERIOUS!,positive
351218261720973312,"I'm diagnosed with a panic disorder, Anxiety, Depression, and OCD. but I'm still pushing though without a cut on my body. #ConfessionNight",positive
19086579700,"Oh, and I have been diagnosed with moderately severe clinical depression. Waiting in the chemist for meds. Apparently I'm a risk to myself.",positive
644967967315243008,"It's been about a year since I was diagnosed with depression, anxiety and social anxiety….",positive
689826009705779200,"@kimporter94 this is exactly what I was diagnosed with when I first when to the GP over depression. Sucks. Hugs, be kind to yourself xxxx",positive
595768787795869696,@twinksbr actually I was diagnosed w depression &amp; I'm currently on antidepressants. I know nick &amp; that doesn't sound like something he'd do.,positive
